#x y
310 0.000241555
620 0.000234044
930 0.000244725
1240 0.00025288
1550 0.000244591
1860 0.000251324
2170 0.000248673
2480 0.000241171
2790 0.000236714
3100 0.000234438
3410 0.00024314
3720 0.000246152
4030 0.000243162
4340 0.000247737
4650 0.000247519
4960 0.000257515
5270 0.000254134
5580 0.000253381
5890 0.000245603
6200 0.000235953
6510 0.000237722
6820 0.000247324
7130 0.000246109
7440 0.000250359
7750 0.00025988
8060 0.000255592
8370 0.000258267
8680 0.000252602
8990 0.000247118
9300 0.000249427
